target_id	length
AD-5-152-2_S236_TRINITY_DN9229_c0_g1_i10.p1	426
AD-7-125-1_S246_TRINITY_DN10922_c0_g1_i12.p3	426
AD-7-125-1_S246_TRINITY_DN1117_c0_g1_i1.p2	426
AD-7-125-1_S246_TRINITY_DN1225_c0_g1_i4.p2	426
AD-7-125-1_S246_TRINITY_DN12965_c0_g1_i3.p1	426
AD-7-125-1_S246_TRINITY_DN142_c0_g1_i10.p3	426
AD-7-125-1_S246_TRINITY_DN1442_c0_g1_i1.p1	426
AD-7-125-1_S246_TRINITY_DN15262_c0_g1_i2.p1	426
AD-7-125-1_S246_TRINITY_DN1533_c0_g1_i4.p1	426
AD-7-125-1_S246_TRINITY_DN16359_c0_g1_i1.p2	426
AD-7-125-1_S246_TRINITY_DN17773_c0_g1_i5.p2	426
AD-7-125-1_S246_TRINITY_DN2479_c1_g1_i1.p2	426
AD-7-125-1_S246_TRINITY_DN2568_c0_g1_i11.p1	426
AD-7-125-1_S246_TRINITY_DN27237_c0_g1_i1.p1	426
AD-7-125-1_S246_TRINITY_DN2796_c0_g1_i10.p1	426
AD-7-125-1_S246_TRINITY_DN3371_c0_g1_i3.p2	426
AD-7-125-1_S246_TRINITY_DN34410_c0_g1_i1.p1	426
AD-7-125-1_S246_TRINITY_DN3475_c0_g2_i4.p1	426
AD-7-125-1_S246_TRINITY_DN352_c0_g2_i3.p2	426
AD-7-125-1_S246_TRINITY_DN36609_c0_g1_i1.p1	426
AD-7-125-1_S246_TRINITY_DN37952_c0_g1_i1.p1	426
AD-7-125-1_S246_TRINITY_DN3981_c0_g1_i5.p1	426
AD-7-125-1_S246_TRINITY_DN4450_c0_g1_i1.p1	426
AD-7-125-1_S246_TRINITY_DN4617_c2_g2_i2.p1	426
AD-7-125-1_S246_TRINITY_DN4853_c1_g2_i1.p1	426
AD-7-125-1_S246_TRINITY_DN5283_c0_g2_i6.p1	426
AD-7-125-1_S246_TRINITY_DN5684_c0_g2_i7.p3	426
AD-7-125-1_S246_TRINITY_DN5847_c0_g2_i3.p1	426
AD-7-125-1_S246_TRINITY_DN6340_c0_g1_i1.p3	426
AD-7-125-1_S246_TRINITY_DN8496_c0_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN11444_c0_g1_i2.p1	426
AD-7-149-2_S243_TRINITY_DN12377_c0_g1_i3.p1	426
AD-7-149-2_S243_TRINITY_DN12612_c0_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN12956_c0_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN15769_c0_g2_i1.p1	426
AD-7-149-2_S243_TRINITY_DN1904_c0_g1_i2.p1	426
AD-7-149-2_S243_TRINITY_DN1941_c0_g1_i7.p1	426
AD-7-149-2_S243_TRINITY_DN2192_c0_g1_i20.p1	426
AD-7-149-2_S243_TRINITY_DN2684_c0_g1_i3.p1	426
AD-7-149-2_S243_TRINITY_DN27734_c1_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN2838_c0_g1_i3.p1	426
AD-7-149-2_S243_TRINITY_DN2979_c0_g1_i3.p1	426
AD-7-149-2_S243_TRINITY_DN3105_c0_g1_i2.p2	426
AD-7-149-2_S243_TRINITY_DN31910_c0_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN3421_c0_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN350_c0_g1_i12.p1	426
AD-7-149-2_S243_TRINITY_DN38728_c0_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN3942_c0_g2_i2.p1	426
AD-7-149-2_S243_TRINITY_DN5252_c1_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN5327_c1_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN5386_c0_g1_i4.p1	426
AD-7-149-2_S243_TRINITY_DN6259_c0_g1_i1.p1	426
AD-7-149-2_S243_TRINITY_DN7247_c0_g1_i5.p4	426
AD-7-149-2_S243_TRINITY_DN7631_c0_g1_i2.p1	426
AD-7-149-2_S243_TRINITY_DN7780_c0_g1_i4.p1	426
AD-7-149-2_S243_TRINITY_DN7982_c0_g2_i2.p1	426
AD-7-149-2_S243_TRINITY_DN8184_c0_g1_i3.p1	426
AD-7-149-2_S243_TRINITY_DN8460_c0_g1_i1.p2	426
AD-7-149-2_S243_TRINITY_DN8572_c0_g1_i2.p1	426
AD-7-149-2_S243_TRINITY_DN8642_c0_g1_i11.p1	426
AD-7-149-2_S243_TRINITY_DN8672_c0_g1_i2.p2	426
AD-7-149-2_S243_TRINITY_DN8726_c0_g1_i4.p2	426
AD-7-149-2_S243_TRINITY_DN9441_c0_g1_i4.p1	426
AD-9-127-2_S251_TRINITY_DN10006_c0_g2_i2.p1	426
AD-9-127-2_S251_TRINITY_DN11480_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN12242_c1_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN12355_c0_g1_i3.p1	426
AD-9-127-2_S251_TRINITY_DN12469_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN13431_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN13871_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN16484_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN1801_c0_g1_i3.p1	426
AD-9-127-2_S251_TRINITY_DN18901_c0_g1_i14.p1	426
AD-9-127-2_S251_TRINITY_DN18920_c0_g1_i6.p1	426
AD-9-127-2_S251_TRINITY_DN24806_c0_g1_i5.p1	426
AD-9-127-2_S251_TRINITY_DN24818_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN26195_c0_g1_i6.p2	426
AD-9-127-2_S251_TRINITY_DN2651_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN27088_c0_g2_i1.p1	426
AD-9-127-2_S251_TRINITY_DN27292_c3_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN27472_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN28798_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN2893_c0_g2_i2.p1	426
AD-9-127-2_S251_TRINITY_DN33599_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN35005_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN37581_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN3810_c0_g1_i4.p4	426
AD-9-127-2_S251_TRINITY_DN38489_c0_g1_i1.p2	426
AD-9-127-2_S251_TRINITY_DN3972_c0_g1_i1.p2	426
AD-9-127-2_S251_TRINITY_DN4032_c0_g1_i7.p1	426
AD-9-127-2_S251_TRINITY_DN41946_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN44186_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN46093_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN4821_c1_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN48617_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN4873_c0_g2_i2.p1	426
AD-9-127-2_S251_TRINITY_DN51255_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN52248_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN5231_c1_g1_i1.p2	426
AD-9-127-2_S251_TRINITY_DN53042_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN536_c0_g1_i8.p1	426
AD-9-127-2_S251_TRINITY_DN6483_c0_g1_i6.p1	426
AD-9-127-2_S251_TRINITY_DN6581_c0_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN6986_c2_g1_i1.p1	426
AD-9-127-2_S251_TRINITY_DN7009_c0_g1_i4.p3	426
AD-9-127-2_S251_TRINITY_DN8330_c0_g1_i3.p1	426
AD-9-127-2_S251_TRINITY_DN8363_c0_g1_i3.p1	426
AD-9-127-2_S251_TRINITY_DN8410_c0_g1_i10.p1	426
AD-9-127-2_S251_TRINITY_DN8611_c0_g1_i6.p1	426
AD-9-127-2_S251_TRINITY_DN8650_c0_g2_i1.p1	426
AD-9-127-2_S251_TRINITY_DN8696_c0_g1_i2.p2	426
AD-9-127-2_S251_TRINITY_DN8709_c0_g3_i1.p1	426
AD-9-127-2_S251_TRINITY_DN9583_c0_g1_i4.p1	426
AD-2-108-3_S224_TRINITY_DN10345_c0_g1_i2.p1	423
AD-2-108-3_S224_TRINITY_DN103_c1_g1_i2.p3	423
AD-2-108-3_S224_TRINITY_DN10640_c0_g1_i10.p1	423
AD-2-108-3_S224_TRINITY_DN10640_c0_g1_i7.p1	423
AD-2-108-3_S224_TRINITY_DN106_c2_g1_i3.p1	423
AD-2-108-3_S224_TRINITY_DN10821_c1_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN110_c0_g3_i1.p1	423
AD-2-108-3_S224_TRINITY_DN12_c0_g1_i10.p1	423
AD-2-108-3_S224_TRINITY_DN13034_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN13133_c0_g1_i3.p4	423
AD-2-108-3_S224_TRINITY_DN14270_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN1437_c1_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN15445_c0_g2_i3.p1	423
AD-2-108-3_S224_TRINITY_DN15962_c0_g1_i2.p3	423
AD-2-108-3_S224_TRINITY_DN20164_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN20279_c0_g1_i2.p1	423
AD-2-108-3_S224_TRINITY_DN2081_c0_g1_i1.p2	423
AD-2-108-3_S224_TRINITY_DN227_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN2348_c0_g1_i2.p1	423
AD-2-108-3_S224_TRINITY_DN2545_c0_g1_i6.p2	423
AD-2-108-3_S224_TRINITY_DN2607_c1_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN31291_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN33443_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN3373_c0_g1_i4.p3	423
AD-2-108-3_S224_TRINITY_DN35292_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN36969_c0_g1_i1.p2	423
AD-2-108-3_S224_TRINITY_DN37372_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN37498_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN39069_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN39565_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN39739_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN4687_c0_g1_i2.p3	423
AD-2-108-3_S224_TRINITY_DN4888_c0_g1_i9.p1	423
AD-2-108-3_S224_TRINITY_DN5075_c0_g1_i11.p3	423
AD-2-108-3_S224_TRINITY_DN5286_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN6145_c0_g1_i1.p2	423
AD-2-108-3_S224_TRINITY_DN6180_c2_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN6292_c0_g1_i3.p1	423
AD-2-108-3_S224_TRINITY_DN6427_c0_g1_i2.p1	423
AD-2-108-3_S224_TRINITY_DN6924_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN7016_c0_g1_i1.p4	423
AD-2-108-3_S224_TRINITY_DN7177_c0_g2_i1.p1	423
AD-2-108-3_S224_TRINITY_DN7423_c0_g1_i2.p1	423
AD-2-108-3_S224_TRINITY_DN744_c0_g1_i3.p2	423
AD-2-108-3_S224_TRINITY_DN7473_c0_g1_i7.p1	423
AD-2-108-3_S224_TRINITY_DN8412_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN8414_c5_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN8987_c0_g1_i1.p1	423
AD-2-108-3_S224_TRINITY_DN9708_c0_g1_i5.p1	423
AD-5-152-2_S236_TRINITY_DN1025_c0_g1_i2.p3	423
AD-5-152-2_S236_TRINITY_DN10820_c0_g1_i7.p2	423
AD-5-152-2_S236_TRINITY_DN11774_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN11919_c0_g3_i2.p1	423
AD-5-152-2_S236_TRINITY_DN12712_c1_g1_i2.p1	423
AD-5-152-2_S236_TRINITY_DN13632_c0_g1_i10.p1	423
AD-5-152-2_S236_TRINITY_DN1638_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN18128_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN18245_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN184_c0_g1_i1.p5	423
AD-5-152-2_S236_TRINITY_DN1919_c0_g1_i3.p1	423
AD-5-152-2_S236_TRINITY_DN21295_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN21665_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN22114_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN2328_c0_g1_i14.p2	423
AD-5-152-2_S236_TRINITY_DN23361_c0_g1_i1.p3	423
AD-5-152-2_S236_TRINITY_DN23368_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN24355_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN2604_c0_g1_i7.p1	423
AD-5-152-2_S236_TRINITY_DN27267_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN2790_c0_g2_i1.p1	423
AD-5-152-2_S236_TRINITY_DN2986_c0_g2_i7.p1	423
AD-5-152-2_S236_TRINITY_DN3164_c0_g2_i1.p1	423
AD-5-152-2_S236_TRINITY_DN3476_c1_g1_i5.p1	423
AD-5-152-2_S236_TRINITY_DN34771_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN34836_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN36897_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN41002_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN4105_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN41371_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN44215_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN4529_c0_g1_i13.p4	423
AD-5-152-2_S236_TRINITY_DN46691_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN4797_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN48686_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN49489_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN49567_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN4987_c1_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN4997_c0_g1_i4.p1	423
AD-5-152-2_S236_TRINITY_DN6125_c0_g2_i3.p1	423
AD-5-152-2_S236_TRINITY_DN6480_c0_g1_i5.p1	423
AD-5-152-2_S236_TRINITY_DN6510_c1_g1_i2.p1	423
AD-5-152-2_S236_TRINITY_DN6547_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN670_c1_g1_i1.p3	423
AD-5-152-2_S236_TRINITY_DN6976_c0_g1_i2.p1	423
AD-5-152-2_S236_TRINITY_DN6978_c0_g2_i2.p1	423
AD-5-152-2_S236_TRINITY_DN7182_c0_g1_i5.p1	423
AD-5-152-2_S236_TRINITY_DN732_c0_g1_i11.p1	423
AD-5-152-2_S236_TRINITY_DN7685_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN7761_c1_g1_i2.p1	423
AD-5-152-2_S236_TRINITY_DN7780_c0_g1_i1.p1	423
AD-5-152-2_S236_TRINITY_DN8602_c0_g1_i2.p1	423
AD-5-152-2_S236_TRINITY_DN8705_c0_g2_i1.p1	423
AD-5-152-2_S236_TRINITY_DN9154_c0_g1_i2.p1	423
AD-5-152-2_S236_TRINITY_DN9378_c0_g1_i5.p1	423
AD-7-125-1_S246_TRINITY_DN10204_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN10566_c0_g2_i1.p1	423
AD-7-125-1_S246_TRINITY_DN12794_c1_g2_i1.p1	423
AD-7-125-1_S246_TRINITY_DN13538_c0_g1_i2.p1	423
AD-7-125-1_S246_TRINITY_DN15600_c0_g1_i10.p1	423
AD-7-125-1_S246_TRINITY_DN15645_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN1598_c1_g2_i5.p1	423
AD-7-125-1_S246_TRINITY_DN16128_c0_g1_i2.p1	423
AD-7-125-1_S246_TRINITY_DN1639_c0_g1_i3.p2	423
AD-7-125-1_S246_TRINITY_DN17361_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN17901_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN20408_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN21014_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN21161_c0_g1_i2.p1	423
AD-7-125-1_S246_TRINITY_DN24794_c0_g1_i7.p1	423
AD-7-125-1_S246_TRINITY_DN2713_c3_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN27392_c1_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN29450_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN32016_c0_g1_i1.p2	423
AD-7-125-1_S246_TRINITY_DN3401_c2_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN35062_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN3572_c2_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN38277_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN444_c0_g1_i1.p2	423
AD-7-125-1_S246_TRINITY_DN4726_c0_g1_i2.p1	423
AD-7-125-1_S246_TRINITY_DN475_c1_g1_i2.p1	423
AD-7-125-1_S246_TRINITY_DN6417_c0_g2_i1.p1	423
AD-7-125-1_S246_TRINITY_DN6941_c0_g1_i1.p2	423
AD-7-125-1_S246_TRINITY_DN7256_c0_g1_i1.p2	423
AD-7-125-1_S246_TRINITY_DN8504_c0_g1_i1.p1	423
AD-7-125-1_S246_TRINITY_DN8984_c0_g1_i2.p1	423
AD-7-149-2_S243_TRINITY_DN10858_c0_g1_i1.p2	423
AD-7-149-2_S243_TRINITY_DN11894_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN13547_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN1383_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN17424_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN17566_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN17636_c0_g2_i1.p1	423
AD-7-149-2_S243_TRINITY_DN19299_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN21704_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN23220_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN25296_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN2570_c0_g1_i5.p2	423
AD-7-149-2_S243_TRINITY_DN25958_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN28184_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN29223_c1_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN29892_c0_g2_i1.p1	423
AD-7-149-2_S243_TRINITY_DN31219_c1_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN34032_c0_g1_i1.p2	423
AD-7-149-2_S243_TRINITY_DN35029_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN3580_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN36908_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN37637_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN379_c2_g1_i2.p1	423
AD-7-149-2_S243_TRINITY_DN38188_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN3937_c0_g1_i4.p1	423
AD-7-149-2_S243_TRINITY_DN40651_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN40688_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN42107_c0_g1_i1.p1	423
AD-7-149-2_S243_TRINITY_DN5616_c0_g1_i1.p2	423
AD-7-149-2_S243_TRINITY_DN7065_c0_g2_i5.p1	423
AD-7-149-2_S243_TRINITY_DN8799_c0_g1_i3.p1	423
AD-7-149-2_S243_TRINITY_DN9100_c0_g3_i3.p1	423
AD-9-127-2_S251_TRINITY_DN11432_c0_g1_i1.p2	423
AD-9-127-2_S251_TRINITY_DN1148_c1_g1_i14.p1	423
AD-9-127-2_S251_TRINITY_DN12516_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN12612_c0_g1_i1.p4	423
AD-9-127-2_S251_TRINITY_DN12712_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN13040_c1_g3_i1.p1	423
AD-9-127-2_S251_TRINITY_DN13921_c0_g1_i6.p1	423
AD-9-127-2_S251_TRINITY_DN14366_c0_g1_i5.p1	423
AD-9-127-2_S251_TRINITY_DN14388_c2_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN15949_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN16083_c0_g1_i2.p1	423
AD-9-127-2_S251_TRINITY_DN16522_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN17121_c0_g2_i6.p1	423
AD-9-127-2_S251_TRINITY_DN19273_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN19399_c0_g1_i2.p1	423
AD-9-127-2_S251_TRINITY_DN20441_c0_g3_i2.p2	423
AD-9-127-2_S251_TRINITY_DN21156_c0_g1_i2.p1	423
AD-9-127-2_S251_TRINITY_DN24373_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN25340_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN26453_c1_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN26896_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN29_c0_g1_i4.p2	423
AD-9-127-2_S251_TRINITY_DN30198_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN31897_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN33754_c0_g1_i1.p4	423
AD-9-127-2_S251_TRINITY_DN3814_c0_g1_i5.p1	423
AD-9-127-2_S251_TRINITY_DN4152_c0_g1_i14.p2	423
AD-9-127-2_S251_TRINITY_DN4343_c1_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN45189_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN4537_c0_g1_i2.p1	423
AD-9-127-2_S251_TRINITY_DN47999_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN52369_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN52493_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN53097_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN53172_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN53768_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN53946_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN55324_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN56295_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN5769_c0_g1_i3.p1	423
AD-9-127-2_S251_TRINITY_DN57_c0_g1_i7.p2	423
AD-9-127-2_S251_TRINITY_DN6092_c0_g1_i4.p1	423
AD-9-127-2_S251_TRINITY_DN6594_c1_g2_i1.p1	423
AD-9-127-2_S251_TRINITY_DN7643_c0_g3_i2.p1	423
AD-9-127-2_S251_TRINITY_DN7764_c0_g4_i1.p1	423
AD-9-127-2_S251_TRINITY_DN8019_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN8318_c0_g1_i2.p1	423
AD-9-127-2_S251_TRINITY_DN9135_c0_g1_i8.p2	423
AD-9-127-2_S251_TRINITY_DN9231_c0_g1_i1.p1	423
AD-9-127-2_S251_TRINITY_DN9648_c0_g1_i10.p4	423
AD-2-108-3_S224_TRINITY_DN1015_c0_g1_i1.p3	420
AD-2-108-3_S224_TRINITY_DN10237_c0_g1_i2.p1	420
AD-2-108-3_S224_TRINITY_DN10934_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN12704_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN13434_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN14041_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN14161_c1_g2_i2.p1	420
AD-2-108-3_S224_TRINITY_DN14315_c0_g1_i4.p1	420
AD-2-108-3_S224_TRINITY_DN14827_c0_g1_i2.p1	420
AD-2-108-3_S224_TRINITY_DN14939_c0_g1_i3.p1	420
AD-2-108-3_S224_TRINITY_DN15043_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN1515_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN1540_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN162_c0_g1_i5.p1	420
AD-2-108-3_S224_TRINITY_DN1649_c1_g1_i2.p1	420
AD-2-108-3_S224_TRINITY_DN17886_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN18344_c0_g1_i2.p1	420
AD-2-108-3_S224_TRINITY_DN1931_c0_g1_i1.p2	420
AD-2-108-3_S224_TRINITY_DN20_c0_g2_i1.p1	420
AD-2-108-3_S224_TRINITY_DN21191_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN22123_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN22526_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN2268_c0_g1_i10.p3	420
AD-2-108-3_S224_TRINITY_DN266_c0_g1_i3.p1	420
AD-2-108-3_S224_TRINITY_DN2681_c0_g1_i1.p2	420
AD-2-108-3_S224_TRINITY_DN2690_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN2729_c0_g2_i1.p1	420
AD-2-108-3_S224_TRINITY_DN27961_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN28287_c0_g2_i1.p1	420
AD-2-108-3_S224_TRINITY_DN28745_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN2942_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN32236_c0_g1_i1.p2	420
AD-2-108-3_S224_TRINITY_DN32325_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN32418_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN330_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN33282_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN34183_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN36180_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN36321_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN36360_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN3638_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN38122_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN38345_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN38868_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN411_c4_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN4139_c0_g2_i2.p1	420
AD-2-108-3_S224_TRINITY_DN4349_c0_g1_i1.p1	420
AD-2-108-3_S224_TRINITY_DN5137_c0_g1_i3.p2	420
